Trait,AccessionNumber,Condition,rep1,rep2,rep3,rep4,rep5,rep6
LeafElongationFactor,Y65,control,0.7144,0.7339,0.6052,0.7393,0.6641,0.6683
LeafHorizWidth,Y65,control,3.3848,4.3713,2.9596,4.1162,4.4053,4.3543
LeafPerimeter,Y65,control,28.5885,39.717,25.2674,31.6959,47.6216,40.8629
LeafSucculence,Y65,control,9.759463406,10.92052028,9.607742849,9.887244437,9.516838728,10.4053765
LeafVertLength,Y65,control,4.7383,5.9567,4.8906,5.5675,6.6336,6.5151
LK,Y65,control,93.71917133,106.144111,NA,109.4044341,113.575389,98.0812061
LNa,Y65,control,12.33146991,15.76852419,16.68714169,10.50572381,9.747808979,12.20661299
RDM,Y65,control,3.37,6,3.4,3.4,5.97,6.04
RFM,Y65,control,99,153.96,73.4,96.23,162.52,126.9
RK,Y65,control,35.55369654,53.73073804,80,40.93504255,88.15075056,38.06056594
RL,Y65,control,18.5,20.8,18.2,13.4,22.5,16.2
RNa,Y65,control,7.633587786,9.867531765,11.78571429,7.217494345,9.134461833,15.05874566
SDM,Y65,control,25.2,33.7,20.1,24.6,34.86,50.16
SFM,Y65,control,496.91,673.29,439.44,550.36,764.62,950.99
SL,Y65,control,4.5,4.3,4.1,5.1,5.5,4.8
ST,Y65,control,NA,2.04,1.82,1.83,2.23,2.19
TDM,Y65,control,33.31,48.8,27.3,33.6,49.87,66.95
TFM,Y65,control,595.91,827.25,512.84,646.59,927.14,1077.89
WC,Y65,control,562.6,778.45,485.54,612.99,877.27,1010.94
WCn,Y65,control,0.944102297,0.941009368,0.946767023,0.948035076,0.946210928,0.937887911
dGP,Y65,salt,344366,249509,265782,123205,393099,314377
GPF,Y65,salt,584797,414807,418906,267969,569601,458140
GPI,Y65,salt,NA,165298,153124,144764,176502,143763
L4A,Y65,salt,2.052,NA,3.1834,2.6095,2.9779,2.3657
L4DM,Y65,salt,2.1,4.82,3.5,2.3,2.95,2.21
L4FM,Y65,salt,17.13,NA,37.33,28.35,32.23,25.35
LeafElongationFactor,Y65,salt,0.6257,0.7949,0.8239,0.6661,0.7637,0.6237
LeafHorizWidth,Y65,salt,1.5989,2.6364,2.5514,1.905,2.3132,1.7519
LeafPerimeter,Y65,salt,11.7306,18.6641,18.1009,13.0513,16.4306,12.7794
LeafSucculence,Y65,salt,NA,NA,10.62700258,9.982755317,9.832432251,9.781460033
LeafVertLength,Y65,salt,2.5553,3.3168,3.0968,2.8599,3.0291,2.8091
LK,Y65,salt,NA,NA,54.38959503,56.42994242,56.35245902,60.06914434
LNa,Y65,salt,272.4550898,280.7559513,353.8279633,342.0345489,293.0327869,257.9948142
RDM,Y65,salt,3.9,3.62,3.05,2.49,2.05,2.48
RFM,Y65,salt,NA,49.33,40.93,34.43,29.55,32.34
RK,Y65,salt,39.93567408,42.11332312,45.67053854,44.92798998,50.90909091,39.5177495
RL,Y65,salt,13,10.8,12.5,11.6,10,12.1
RNa,Y65,salt,220.7853122,189.7834172,178.8542767,185.5040701,196.3636364,180.0066979
SDM,Y65,salt,NA,11.26,13.2,10.5,14.12,12.32
SFM,Y65,salt,NA,191.84,192.46,NA,222.68,192.2
SL,Y65,salt,3.5,3.3,3.4,3.2,3.5,2.8
ST,Y65,salt,1.08,1.25,1.36,1.34,0.99,1.14
TDM,Y65,salt,NA,19.7,19.75,15.29,19.12,17.01
TFM,Y65,salt,NA,241.17,233.39,NA,252.23,224.54
WC,Y65,salt,NA,221.47,213.64,NA,233.11,207.53
WCn,Y65,salt,0.924451746,0.918314882,0.915377694,0.913341646,0.92419617,0.924245123
dGP,Y65,T0,NA,NA,NA,NA,NA,NA
GPF,Y65,T0,NA,NA,NA,NA,NA,NA
GPI,Y65,T0,137298,134019,136254,NA,132037,125592
L4A,Y65,T0,NA,NA,NA,NA,NA,NA
L4DM,Y65,T0,NA,NA,NA,NA,NA,NA
L4FM,Y65,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y65,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y65,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y65,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y65,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y65,T0,NA,NA,NA,NA,NA,NA
LK,Y65,T0,NA,NA,NA,NA,NA,NA
LNa,Y65,T0,NA,NA,NA,NA,NA,NA
RDM,Y65,T0,0.67,0.67,0.68,0.23,0.42,0.13
RFM,Y65,T0,12.81,19.28,16.89,10.33,13.24,7.55
RK,Y65,T0,NA,NA,NA,NA,NA,NA
RL,Y65,T0,5.9,13,12.2,8.6,9.4,7
RNa,Y65,T0,NA,NA,NA,NA,NA,NA
SDM,Y65,T0,3.32,4.37,3.26,3.14,4.12,3.93
SFM,Y65,T0,54.51,64.29,63.12,45.05,57.18,53.08
SL,Y65,T0,2.5,2.5,3,2.3,2.6,2.2
ST,Y65,T0,0.8,0.99,0.98,0.92,0.85,0.74
TDM,Y65,T0,3.99,5.04,3.94,3.37,4.54,4.06
TFM,Y65,T0,67.32,83.57,80.01,55.38,70.42,60.63
WC,Y65,T0,63.33,78.53,76.07,52.01,65.88,56.57
WCn,Y65,T0,0.940730838,0.939691277,NA,0.939147707,0.935529679,0.933036451
dGP,Y66,control,3252404,3147410,2664330,2308009,1846950,3564238
GPF,Y66,control,3617630,3645854,3110838,2764875,2287503,4058406
GPI,Y66,control,365226,498444,446508,456866,440553,494168
L4A,Y66,control,22.2844,25.7353,22.4157,20.3378,22.4045,23.7904
L4DM,Y66,control,17.7,21.1,18.1,19,17,20.1
L4FM,Y66,control,213.7,260.83,221.65,204.38,214.01,239.03
LeafElongationFactor,Y66,control,0.7638,0.7378,0.6416,0.7208,0.6819,0.5989
LeafHorizWidth,Y66,control,7.8072,7.4159,6.6335,6.7696,7.1778,5.8171
LeafPerimeter,Y66,control,61.5468,66.1109,61.5274,56.1088,63.5472,56.9828
LeafSucculence,Y66,control,8.795390497,9.315220728,9.080688981,9.115046859,8.79332277,9.202451409
LeafVertLength,Y66,control,10.2211,10.0519,10.3396,9.3919,10.5257,9.7135
LK,Y66,control,88.26530612,66.53318316,53.54949644,93.86125796,59.13405411,56.86749189
LNa,Y66,control,15.38265306,16.31001543,14.88577745,NA,15.22765342,16.00968346
RDM,Y66,control,12.6,19.3,13.9,17.7,15.8,18.6
RFM,Y66,control,300.18,460.05,326.82,391.01,315.26,393.58
RK,Y66,control,73.19702344,62.1667612,46.3377221,57.86075915,89.4944233,77.60413889
RL,Y66,control,22.2,17,17.5,16.3,22,20.5
RNa,Y66,control,13.68314904,14.99716393,14.66828582,17.41180252,20.20303212,19.60104539
SDM,Y66,control,67.9,96.9,83.1,85.4,80.2,104.3
SFM,Y66,control,1403.93,1731.3,1635.93,1432.7,1500.93,1802.26
SL,Y66,control,7.6,7.2,9.2,8.2,8.1,8.3
ST,Y66,control,2.68,2.87,2.92,2.57,2.63,2.87
TDM,Y66,control,98.2,137.3,115.1,122.1,113,143
TFM,Y66,control,1704.11,2191.35,1962.75,1823.71,1816.19,2195.84
WC,Y66,control,1605.91,2054.05,1847.65,1701.61,1703.19,2052.84
WCn,Y66,control,0.942374612,0.937344559,0.941357789,0.933048566,0.93778184,0.934876858
dGP,Y66,salt,-441735,-234397,-315613,-442092,-266411,-494780
GPF,Y66,salt,60325,127373,243084,37763,174352,46600
GPI,Y66,salt,502060,361770,558697,479855,440763,541380
L4A,Y66,salt,NA,NA,NA,NA,NA,NA
L4DM,Y66,salt,NA,NA,NA,NA,NA,NA
L4FM,Y66,salt,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y66,salt,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y66,salt,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y66,salt,NA,NA,NA,NA,NA,NA
LeafSucculence,Y66,salt,NA,NA,NA,NA,NA,NA
LeafVertLength,Y66,salt,NA,NA,NA,NA,NA,NA
LK,Y66,salt,NA,NA,NA,NA,NA,NA
LNa,Y66,salt,NA,NA,NA,NA,NA,NA
RDM,Y66,salt,NA,NA,NA,NA,NA,NA
RFM,Y66,salt,NA,NA,NA,NA,NA,NA
RK,Y66,salt,NA,NA,NA,NA,NA,NA
RL,Y66,salt,NA,NA,NA,NA,NA,NA
RNa,Y66,salt,NA,NA,NA,NA,NA,NA
SDM,Y66,salt,NA,NA,NA,NA,NA,NA
SFM,Y66,salt,NA,NA,NA,NA,NA,NA
SL,Y66,salt,NA,NA,NA,NA,NA,NA
ST,Y66,salt,NA,NA,NA,NA,NA,NA
TDM,Y66,salt,NA,NA,NA,NA,NA,NA
TFM,Y66,salt,NA,NA,NA,NA,NA,NA
WC,Y66,salt,NA,NA,NA,NA,NA,NA
WCn,Y66,salt,NA,NA,NA,NA,NA,NA
dGP,Y66,T0,NA,NA,NA,NA,NA,NA
GPF,Y66,T0,NA,NA,NA,NA,NA,NA
GPI,Y66,T0,391499,386905,455077,420921,458668,512403
L4A,Y66,T0,NA,NA,NA,NA,NA,NA
L4DM,Y66,T0,NA,NA,NA,NA,NA,NA
L4FM,Y66,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y66,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y66,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y66,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y66,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y66,T0,NA,NA,NA,NA,NA,NA
LK,Y66,T0,NA,NA,NA,NA,NA,NA
LNa,Y66,T0,NA,NA,NA,NA,NA,NA
RDM,Y66,T0,0.82,0.87,1.46,1.34,1.55,1.43
RFM,Y66,T0,19.62,15.52,29.13,25.04,30.2,27.34
RK,Y66,T0,NA,NA,NA,NA,NA,NA
RL,Y66,T0,7,4.2,9.9,7.9,6.3,8.9
RNa,Y66,T0,NA,NA,NA,NA,NA,NA
SDM,Y66,T0,8.11,7.22,11.77,11.35,10.21,10.95
SFM,Y66,T0,137.99,121.4,180.09,171.07,154.99,171.18
SL,Y66,T0,3.8,3.2,3.3,3.7,3.3,3.5
ST,Y66,T0,1.23,1.14,1.28,1.37,1.29,1.24
TDM,Y66,T0,8.93,8.09,13.23,12.69,11.76,12.38
TFM,Y66,T0,157.61,136.92,209.22,196.11,185.19,198.52
WC,Y66,T0,148.68,128.83,195.99,183.42,173.43,186.14
WCn,Y66,T0,0.943341159,0.940914403,0.936765128,0.935291418,0.936497651,0.937638525
dGP,Y67,control,2827905,2996293,3805180,1916362,2430254,2911996
GPF,Y67,control,3033242,3301374,4006998,2177317,2662093,3173396
GPI,Y67,control,205337,305081,201818,260955,231839,261400
L4A,Y67,control,19.9708,18.8342,19.1807,NA,19.021,NA
L4DM,Y67,control,NA,20.27,20.12,20.48,19.61,NA
L4FM,Y67,control,235.31,198.59,222.46,256.24,206.85,165.16
LeafElongationFactor,Y67,control,0.6694,0.4937,0.6237,0.5781,0.7222,0.579
LeafHorizWidth,Y67,control,5.698,4.7455,5.562,5.9872,6.2083,4.5754
LeafPerimeter,Y67,control,44.6889,43.5625,44.6307,44.9608,40.5133,37.7555
LeafSucculence,Y67,control,10.6440403,9.467882894,10.54914576,10.87122924,9.84385679,10.61487756
LeafVertLength,Y67,control,8.512,9.6119,8.9181,10.3565,8.5966,7.9028
LK,Y67,control,150.7738627,138.5150292,134.6743106,NA,141.2625507,140.224359
LNa,Y67,control,13.3838265,15.84230597,13.09676782,18.32371904,14.15295877,16.09241453
RDM,Y67,control,11.11,10.81,12.44,11.78,11.96,9.39
RFM,Y67,control,243.9,247.99,314.29,253.5,315.83,235.34
RK,Y67,control,92.57270501,76.31334851,69.73662415,100.1158365,84.2465528,61.96061075
RL,Y67,control,15,14.5,NA,15.5,14,18
RNa,Y67,control,21.11344989,22.47238384,17.32648667,18.82343207,16.71767532,17.30471343
SDM,Y67,control,92.85,79.89,86.26,67.05,74.99,77.46
SFM,Y67,control,2025.01,1983.35,2053.44,1706.11,1830.14,1739.43
SL,Y67,control,12,12,12,13.5,14,12.5
ST,Y67,control,3.06,2.61,2.94,2.6,2.69,2.71
TDM,Y67,control,126.7,110.97,118.82,99.31,106.56,102.25
TFM,Y67,control,2268.91,2231.34,2367.73,1959.61,2145.97,1974.77
WC,Y67,control,2142.21,2120.37,2248.91,1860.3,2039.41,1872.52
WCn,Y67,control,NA,0.950267552,0.949816913,0.949321549,0.950344133,0.948221818
dGP,Y67,salt,280553,357872,318515,318391,NA,280314
GPF,Y67,salt,442483,531546,628716,545924,403979,535028
GPI,Y67,salt,161930,173674,310201,227533,234928,254714
L4A,Y67,salt,1.9745,3.2793,4.7565,4.2571,2.8755,3.439
L4DM,Y67,salt,2.26,3.85,5.31,4.63,3.26,3.63
L4FM,Y67,salt,21.15,34.95,52.95,50.35,29.48,39.74
LeafElongationFactor,Y67,salt,0.4993,0.5432,0.5588,0.5164,0.5515,NA
LeafHorizWidth,Y67,salt,1.3097,2.1602,2.3643,2.2282,1.82,2.3132
LeafPerimeter,Y67,salt,9.9244,15.4401,15.5955,16.1976,11.7694,12.0413
LeafSucculence,Y67,salt,9.566978982,9.483731284,10.0157679,10.73970543,9.118414189,10.50014539
LeafVertLength,Y67,salt,2.623,3.9768,4.2306,4.3152,3.2999,3.2999
LK,Y67,salt,99.25886713,119.6141479,73.99244332,48.77515311,80.28222731,54.83245638
LNa,Y67,salt,238.2212811,228.6173633,260.0755668,268.3727034,278.604119,283.716422
RDM,Y67,salt,2.57,2.08,3.35,2.93,2.98,3.32
RFM,Y67,salt,40.38,30.78,44.64,52.76,49.64,46.91
RK,Y67,salt,42.18460725,48.95470383,49.1644466,37.8286173,41.04157737,42.32622161
RL,Y67,salt,8.5,7,10,8,8,7.5
RNa,Y67,salt,189.1034118,203.8327526,197.3843546,162.5526791,181.6330904,201.8811654
SDM,Y67,salt,13.53,13.49,17.55,16.23,15.84,15.81
SFM,Y67,salt,242.37,254.1,339.79,300.81,300.18,271.94
SL,Y67,salt,6.5,5.5,7,6,7,6
ST,Y67,salt,1.11,1.45,1.39,1.57,1.25,1.45
TDM,Y67,salt,18.36,19.42,26.21,23.79,22.08,22.76
TFM,Y67,salt,282.75,284.88,384.43,353.57,349.82,318.85
WC,Y67,salt,264.39,265.46,358.22,329.78,327.74,296.09
WCn,Y67,salt,0.935066313,0.931830946,0.931821138,0.93271488,0.936881825,0.928618473
dGP,Y67,T0,NA,NA,NA,NA,NA,NA
GPF,Y67,T0,NA,NA,NA,NA,NA,NA
GPI,Y67,T0,255011,337782,NA,336016,309435,280704
L4A,Y67,T0,NA,NA,NA,NA,NA,NA
L4DM,Y67,T0,NA,NA,NA,NA,NA,NA
L4FM,Y67,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y67,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y67,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y67,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y67,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y67,T0,NA,NA,NA,NA,NA,NA
LK,Y67,T0,NA,NA,NA,NA,NA,NA
LNa,Y67,T0,NA,NA,NA,NA,NA,NA
RDM,Y67,T0,1.2,5.61,4.93,1.12,1.05,1.16
RFM,Y67,T0,27.63,39.84,37.21,25.58,30.67,26.67
RK,Y67,T0,NA,NA,NA,NA,NA,NA
RL,Y67,T0,12.3,9.6,8.2,11.3,10.1,13.3
RNa,Y67,T0,NA,NA,NA,NA,NA,NA
SDM,Y67,T0,5.71,9.77,10.76,7.2,6.94,6.08
SFM,Y67,T0,119.3,174.25,197.47,135.12,144.7,118.41
SL,Y67,T0,5.5,6,6,4.8,6.3,5.3
ST,Y67,T0,1.1,1.18,1.34,1.17,1.3,1.03
TDM,Y67,T0,6.91,15.38,15.69,8.32,7.99,7.24
TFM,Y67,T0,146.93,214.09,234.68,160.7,175.37,145.08
WC,Y67,T0,140.02,198.71,218.99,152.38,167.38,137.84
WCn,Y67,T0,0.952970802,0.928161054,0.933143003,0.948226509,0.954439186,0.950096498
dGP,Y68,control,1714593,1530368,929095,1638461,964437,1201814
GPF,Y68,control,1942075,1793407,1096374,1800261,1360184,1549745
GPI,Y68,control,227482,263039,167279,161800,395747,347931
L4A,Y68,control,16.4946,11.3977,13.264,14.3376,14.7872,14.0124
L4DM,Y68,control,11.9,10.1,10.48,13.96,11.39,11.07
L4FM,Y68,control,165.65,111.1,126.36,160.4,137.68,129.53
LeafElongationFactor,Y68,control,0.7746,0.6342,0.6603,0.7065,0.7319,0.8021
LeafHorizWidth,Y68,control,6.5145,4.3033,4.5924,5.2728,5.1027,5.3749
LeafPerimeter,Y68,control,48.379,40.8046,40.7464,41.5038,44.417,43.2712
LeafSucculence,Y68,control,9.321232403,8.861436957,8.736429433,10.21370383,8.540494482,8.453940795
LeafVertLength,Y68,control,8.4104,6.7859,6.9551,7.4628,6.972,6.7013
LK,Y68,control,61.46341463,126.7326733,128.581291,88.43212237,126.2966189,124.9366875
LNa,Y68,control,12.58536585,14.30693069,17.21608561,14.95493035,13.57985589,15.49046092
RDM,Y68,control,6.9,5.9,4.19,5.93,4.96,6.18
RFM,Y68,control,146.38,138.46,109.25,105.96,141.56,165.37
RK,Y68,control,73.48723831,36.58720579,50.92328193,104.9685094,34.77306003,26.38356681
RL,Y68,control,12.2,13.1,12.2,13.7,18,15
RNa,Y68,control,11.79380556,10.74984912,8.899676375,NA,11.27379209,10.42779069
SDM,Y68,control,52.5,57.5,NA,50.68,46.63,46.27
SFM,Y68,control,1164.58,1085.66,748.38,897.39,959.66,868.8
SL,Y68,control,8,9.3,7,6.6,10,9
ST,Y68,control,2.85,2.33,2.13,2.17,1.82,1.52
TDM,Y68,control,71.3,73.5,51.41,70.57,62.98,63.52
TFM,Y68,control,1310.96,1224.12,857.63,1003.35,1101.22,1034.17
WC,Y68,control,1239.66,1150.62,806.22,932.78,1038.24,970.65
WCn,Y68,control,0.945612376,0.939956867,0.940055735,NA,0.942808885,0.938578764
dGP,Y68,salt,41704,468932,510759,149782,371561,322495
GPF,Y68,salt,309463,753460,695104,427615,766878,726901
GPI,Y68,salt,267759,284528,184345,277833,395317,404406
L4A,Y68,salt,4.1333,5.9821,4.6197,3.57,4.2099,2.796
L4DM,Y68,salt,7.04,4.88,4.23,3.6,5.2,3
L4FM,Y68,salt,77.31,66.96,47.59,36.53,69.41,26.96
LeafElongationFactor,Y68,salt,0.5352,0.8412,0.695,0.7239,0.6039,0.5773
LeafHorizWidth,Y68,salt,2.0921,3.9291,3.1637,2.6704,2.4323,1.905
LeafPerimeter,Y68,salt,16.3918,21.9657,20.8976,16.9938,21.5579,17.4405
LeafSucculence,Y68,salt,17.00094356,10.37762659,9.385890859,9.224089636,15.25214376,8.569384835
LeafVertLength,Y68,salt,3.9091,4.6706,4.5521,3.6891,4.0275,3.2999
LK,Y68,salt,22.34239362,28.75322165,36.43911439,69.84512602,33.63962,73.24707846
LNa,Y68,salt,NA,282.941366,224.1697417,204.9802612,272.1538701,272.9549249
RDM,Y68,salt,2.08,3.61,2.88,3.1,2.9,3.9
RFM,Y68,salt,34.23,62.24,53.92,42.31,44.49,68.55
RK,Y68,salt,70.29548989,64.72795497,59.07131661,56.23565417,75.85958163,58.8553751
RL,Y68,salt,9.5,10.1,11.5,NA,10,11
RNa,Y68,salt,196.7340591,171.8403548,166.5360502,193.1905126,198.3649916,206.4965197
SDM,Y68,salt,22.54,25.17,19.13,20.28,28.14,27.9
SFM,Y68,salt,354.96,395.02,290.5,281.8,470.1,437.01
SL,Y68,salt,6.9,6.6,5,5.3,6.5,6.5
ST,Y68,salt,1.3,1.36,1.28,1.51,NA,1.4
TDM,Y68,salt,31.66,33.66,26.24,26.98,36.24,34.8
TFM,Y68,salt,389.19,457.26,344.42,324.11,514.59,505.56
WC,Y68,salt,357.53,423.6,318.18,297.13,478.35,470.76
WCn,Y68,salt,0.918651558,0.926387613,0.923813948,0.916756657,0.929575001,0.93116544
dGP,Y68,T0,NA,NA,NA,NA,NA,NA
GPF,Y68,T0,NA,NA,NA,NA,NA,NA
GPI,Y68,T0,338432,308738,NA,320041,302910,265663
L4A,Y68,T0,NA,NA,NA,NA,NA,NA
L4DM,Y68,T0,NA,NA,NA,NA,NA,NA
L4FM,Y68,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y68,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y68,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y68,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y68,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y68,T0,NA,NA,NA,NA,NA,NA
LK,Y68,T0,NA,NA,NA,NA,NA,NA
LNa,Y68,T0,NA,NA,NA,NA,NA,NA
RDM,Y68,T0,0.54,0.45,0.72,0.86,0.61,0.71
RFM,Y68,T0,12.72,15.59,14.1,25.7,15.4,20.74
RK,Y68,T0,NA,NA,NA,NA,NA,NA
RL,Y68,T0,6.8,7.5,12.1,10,7.8,8.4
RNa,Y68,T0,NA,NA,NA,NA,NA,NA
SDM,Y68,T0,6.57,6.14,4.41,8,5.39,7.57
SFM,Y68,T0,109.16,101.88,77.71,193.28,122.54,179.01
SL,Y68,T0,3.7,3.8,3.3,5.4,5.1,5.6
ST,Y68,T0,1.09,1.07,1.02,1.39,1.16,1.4
TDM,Y68,T0,7.11,6.59,5.13,8.86,6,8.28
TFM,Y68,T0,121.88,117.47,91.81,218.98,137.94,199.75
WC,Y68,T0,114.77,110.88,86.68,210.12,131.94,191.47
WCn,Y68,T0,0.941663932,0.94390057,0.944123734,0.959539684,0.956502827,0.958548185
dGP,Y69,control,1535475,2593624,2223819,4730200,4539336,1982485
GPF,Y69,control,1787992,2804339,2465497,5051143,4890630,2272198
GPI,Y69,control,252517,210715,241678,320943,351294,289713
L4A,Y69,control,14.0397,16.1107,21.8147,23.0121,21.7093,29.1628
L4DM,Y69,control,15.54,16.84,21.22,22.08,23.47,30.61
L4FM,Y69,control,160.6,182.24,259.36,255.47,250.29,348.17
LeafElongationFactor,Y69,control,0.6862,0.6086,0.7534,0.6068,0.5347,0.6423
LeafHorizWidth,Y69,control,5.562,5.2218,7.433,6.0382,5.2388,6.2934
LeafPerimeter,Y69,control,35.6773,40.086,45.3104,49.9133,51.0204,57.1381
LeafSucculence,Y69,control,10.3321296,10.26646887,10.91649209,10.1420557,10.44805682,10.88921503
LeafVertLength,Y69,control,8.1058,8.5797,9.8658,9.9504,9.7981,9.7981
LK,Y69,control,146.1464222,133.3131802,114.4284874,118.6854621,123.6663434,117.7730193
LNa,Y69,control,11.58141459,14.02660218,17.84664483,13.19679506,10.955824,15.50888021
RDM,Y69,control,14.6,12.82,8.38,10.07,21.78,18.71
RFM,Y69,control,343.38,298.45,214.22,247.08,451.22,448.91
RK,Y69,control,NA,74.22189546,NA,77.63385511,76.14567809,78.33565783
RL,Y69,control,15.5,13.5,13,15.5,13.5,NA
RNa,Y69,control,20.53044589,24.89234324,20.79284881,27.80473398,22.63412817,21.36215714
SDM,Y69,control,77.1,55.49,61.32,88.92,84.79,83.54
SFM,Y69,control,1687.55,1318.23,1597.42,2562.02,2031.57,2057.04
SL,Y69,control,10.5,10,10.5,13.85,12.3,11.5
ST,Y69,control,2.45,2.32,2.5,3.69,3.12,3.03
TDM,Y69,control,107.24,85.15,90.92,121.07,130.04,132.86
TFM,Y69,control,2030.93,1616.68,1811.64,2809.1,2482.79,2505.95
WC,Y69,control,1923.69,1531.53,1720.72,2688.03,2352.75,2373.09
WCn,Y69,control,0.947196605,0.947330331,0.949813429,NA,0.94762344,0.946982182
dGP,Y69,salt,520603,518495,361784,372503,613667,505360
GPF,Y69,salt,714902,724509,524949,538012,907045,696406
GPI,Y69,salt,194299,206014,163165,165509,NA,191046
L4A,Y69,salt,4.8376,4.361,0.9098,0.8298,1.3946,1.2812
L4DM,Y69,salt,4.5,4.2,0.9,0.3,1.4,1.4
L4FM,Y69,salt,60.04,41.59,7.92,6.27,11.83,11.17
LeafElongationFactor,Y69,salt,0.4456,0.5086,0.4703,0.5169,0.4443,0.5635
LeafHorizWidth,Y69,salt,2.1942,2.1602,0.8675,0.9185,1.0376,1.2587
LeafPerimeter,Y69,salt,16.9744,15.0128,5.5157,5.2632,6.3508,6.817
LeafSucculence,Y69,salt,NA,8.573721623,7.715981534,7.1945047,7.478846981,7.625663441
LeafVertLength,Y69,salt,4.9244,4.2475,1.8445,1.7769,2.3353,2.2338
LK,Y69,salt,26.01728484,71.00829099,174.1452991,176.2981575,160.5944391,164.2784033
LNa,Y69,salt,NA,199.3848623,207.977208,181.7420436,167.3058485,204.19652
RDM,Y69,salt,3.88,3.3,3.5,3.2,5.9,4.5
RFM,Y69,salt,61.75,47.28,49.96,48.43,79.4,50.16
RK,Y69,salt,40.9538621,46.49840837,42.61730521,49.63519788,53.46938776,36.02715725
RL,Y69,salt,13,9.9,12.5,9.5,11,10
RNa,Y69,salt,187.0571972,247.271487,203.9388721,247.6232589,243.537415,253.5041612
SDM,Y69,salt,15.58,17.44,15.88,16.04,NA,18.31
SFM,Y69,salt,322.55,338.18,253.95,287.02,NA,298.53
SL,Y69,salt,6,6.6,4.5,6.8,6,4
ST,Y69,salt,1.25,1.55,1.54,1.71,1.31,1.36
TDM,Y69,salt,23.96,24.94,20.28,19.54,NA,24.21
TFM,Y69,salt,384.3,385.46,303.91,335.45,NA,348.69
WC,Y69,salt,360.34,360.52,283.63,315.91,NA,324.48
WCn,Y69,salt,0.937652875,0.935298085,0.933269718,0.941749888,0.936097239,0.9305687
dGP,Y69,T0,NA,NA,NA,NA,NA,NA
GPF,Y69,T0,NA,NA,NA,NA,NA,NA
GPI,Y69,T0,369080,335647,310197,330343,309682,364345
L4A,Y69,T0,NA,NA,NA,NA,NA,NA
L4DM,Y69,T0,NA,NA,NA,NA,NA,NA
L4FM,Y69,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y69,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y69,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y69,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y69,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y69,T0,NA,NA,NA,NA,NA,NA
LK,Y69,T0,NA,NA,NA,NA,NA,NA
LNa,Y69,T0,NA,NA,NA,NA,NA,NA
RDM,Y69,T0,0.97,2.02,1.28,1.05,1,1.49
RFM,Y69,T0,24.65,43.2,33.35,30.18,25.57,39.71
RK,Y69,T0,NA,NA,NA,NA,NA,NA
RL,Y69,T0,8.6,NA,8.7,NA,9.2,9.1
RNa,Y69,T0,NA,NA,NA,NA,NA,NA
SDM,Y69,T0,8.76,9.21,7.71,7.26,7.47,9.4
SFM,Y69,T0,169.38,181.24,152.68,146.75,133.85,175.14
SL,Y69,T0,6,6.4,6.1,6.1,4.4,4.7
ST,Y69,T0,1.33,1.38,1.29,1.27,NA,1.31
TDM,Y69,T0,9.73,11.23,8.99,8.31,8.47,10.89
TFM,Y69,T0,194.03,224.44,186.03,176.93,159.42,214.85
WC,Y69,T0,184.3,213.21,177.04,168.62,150.95,203.96
WCn,Y69,T0,0.949853115,0.949964356,0.951674461,0.953032273,0.946869903,0.949313475
dGP,Y71,control,2246181,2181410,1840509,2195031,2011164,2217978
GPF,Y71,control,2378783,2353152,2006409,2362159,2161484,2377325
GPI,Y71,control,132602,171742,165900,167128,150320,159347
L4A,Y71,control,16.1947,17.6676,18.9948,20.2869,16.0548,16.9736
L4DM,Y71,control,18.83,19.71,24,25.66,17.74,19.93
L4FM,Y71,control,196.22,201.83,223.32,240.91,183.32,197.98
